"list.name","title.identifier","title.title","title.publisher","title.primary_author","title.publication_year"
"UoY_HYMS",9781853179204,"Schizophrenia","Martin Dunitz","Frangou, S.",2000
"UoY_HYMS",9781854333087,"Women's health.","British Psychological Society","Ussher, J.M.",2000
"UoY_HYMS",9781856178006,"Team roles at Work","Elsevier","Belbin, R.M.",2010
"UoY_HYMS",9781858739311,"Managing negative symptoms of schizophrenia.","Science Press Ltd","Mortimer, A.",2001
"UoY_HYMS",9781859960097,"Trauma Resuscitation","Bios Scientific","Gwinnutt, C.",2003
"UoY_HYMS",9781860161780,"The psychological care of medical patients.","Royal College of Physicians [and] Royal College of Psychiatrists","Royal College of Physicians [and] Royal College of Psychiatrists",2003
"UoY_HYMS",9781861443380,"Writing a dissertation: the essential guide"," Need2Know","Richer, S.",2013
"UoY_HYMS",9781861563576,"Introduction To Breast Care","Whurr","Bird, C.",2003
"UoY_HYMS",9781874439134,"Going to the doctor","St George's Mental Health Library","Hollins, S.",1996
"UoY_HYMS",9781880696026,"Advanced trauma life support for doctors, ATLS : student course manual"," American College of Surgeons","American College of Surgeons Committee on Trauma",2008
"UoY_HYMS",9781903934272,"Biochemistry"," Elsevier Health Sciences","Pelley, J.W. and Goljan, E.F.",2010
"UoY_HYMS",9781904627852,"Fast track surgery : general, vascular and urology"," PasTest","Trinidade, A.",2006
"UoY_HYMS",9781904627951,"Fast track surgery : trauma, orthopaedics and the subspecialties"," PasTest","Trinidade, A.",2006
"UoY_HYMS",9781905034550,"iRefer : making the best use of clinical radiology."," Royal College of Radiologists","Royal College of Radiologists",2012
"UoY_HYMS",9781905545353,"EULAR compendium on rheumatic diseases","BMJ","Bijlsma, J.W.J.",2009
"UoY_HYMS",9781905635689,"History taking in medicine and surgery"," PasTest","Fishman, J.M.",2010
"UoY_HYMS",9781905812165,"Foundation programme : 250 SJTs for foundation year entry"," ISC Medical","Picard, O.",2012
"UoY_HYMS",9781907076299,"53 Interesting things to do in your seminars and tutorials","Technical & Educational Services Ltd","Strawson, H. and Habeshaw, S.",2012
"UoY_HYMS",9781907076305,"53 Interesting things to do in your lectures","The professional and Higher Partnership","Haynes, A. and Haynes, K.",2012
"UoY_HYMS",9781907816567,"Emergency imaging"," JP Medical Limited","Heir, M.K.",2013
"UoY_HYMS",9781933247229,"Netter's concise neuroanatomy"," Saunders Elsevier","Rubin, M.",2007
"UoY_HYMS",9783131001931,"Oral development and histology.","Stuttgart ; Thieme","Avery, J.K.",2002
"UoY_HYMS",9783211486474,"Virtual anthropology : a guide to a new interdisciplinary field."," Springer","Weber, G.W.",2011
"UoY_HYMS",9783319089300,"Teaching anatomy : a practical guide"," Springer","Chan, L.K. and Pawlina, W.",2015
"UoY_HYMS",9783319204833,"A Life Course Perspective on Health Trajectories and Transitions","Springer","Burton-Jeangros et al.",2015
"UoY_HYMS",9783838301815,"Rapid review microbiology and immunology"," Elsevier Health Sciences","Rosenthal, K.S. and Tan, M.J.",2010
"UoY_HYMS",9786611228293,"Psychological approaches to pain management","Guilford Press","Turk, D.",2002
"UoY_HYMS",9789241544559,"ICD-10 classification of mental and behavioural disorders.","WHO","World Health Organisation",1993
"UoY_HYMS",9789333390682,"Field Theory in Social Science"," Harper and Row","Lewin, K.",1951
"UoY_HYMS",9789350904589,"A Manual of Dermatology"," Japee Brothers","Zaidi, Z. and Walton, S.",2013
"UoY_HYMS",9789814282543,"A concise textbook of endocrinology","World Scientific Publishing Co.","Thomson, G.A.",2010
"UoY_HYMS","019960293X","Depression"," Oxford University Press","Wasserman, D.",2011
"UoY_HYMS","019960553X","Emergencies in paediatrics and neonatology"," Oxford University Press","Crisp, S. and Rainbow, J.",2013
"UoY_HYMS","030646022X","Primate Locomotion: Recent Advances"," Plenum Press","Strasser, E., Fleagle, J., and Rosenberger, A.",1998
"UoY_HYMS","034094689X","Making sense of the ECG : cases for self-assessment"," CRC Press","Houghton, A.R.",2014
"UoY_HYMS","044305035X","Obstetrics and gynaecology.","Churchill Livingstone","Pitkin, J.",2003
"UoY_HYMS","044305049X","Acupuncture in practice.","Churchill Livingstone","MacPherson, H.",1997
"UoY_HYMS","044306797X","Wheater's basic pathology : a text, atlas and review of histopathology","Churchill Livingstone","Young, B.",2010
"UoY_HYMS","052143971X","Practical ethics."," Cambridge University Press","Singer, P.",2011
"UoY_HYMS","056607706X","The management of a student research project."," Gower","Sharp, J.A.",2002
"UoY_HYMS","070205139X","Haematology.","Churchill Livingstone","Howard, M.R.",2013
"UoY_HYMS","140514663X","Clinical dermatology"," Blackwell","Weller, R.P.J.B. and Hunter, J.A.A.",2008
"UoY_HYMS","185315816X","Get through postgraduate medical interviews"," Royal Society of Medicine Press","Sritharan, K.",2008
"UoY_HYMS","185775946X","Caring for the dying at home : companions on the journey."," Radcliffe Medical Press","Keri, T.",2003
"UoY_HYMS","187454557X","A handbook of clinical skills."," Manson","Dacre, J.",2002
