Internal ID,Parent Org. ID,Authorized Name,Organization Name,Provider,Vendor,Publisher,Licensor
39130,39130,Y,Statistics Canada. Crop Section,N,N,N,N
39131,39131,Y,Canadian Association on Gerontology,N,N,N,N
39132,39132,Y,Global Science Books Limited,N,N,N,N
39133,39133,Y,Great Lakes Television Consortium,N,N,N,N
39134,39134,Y,Canada. Health Canada,N,N,N,N
39135,39135,Y,Canada. Health and Welfare Canada,N,N,N,N
39136,39136,Y,United States. Dept. of Agriculture,N,N,N,N
39137,39137,Y,Geological Survey (U.S.),N,N,N,N
39140,39140,Y,United States. Bureau of the Census,N,N,N,N
39141,39141,Y,United States. Dept. of the Treasury,N,N,N,N
39142,39142,Y,United States. Agency for International Development,N,N,N,N
39143,39143,Y,United States. Bureau of Labor Statistics,N,N,N,N
39144,39144,Y,United States. Environmental Protection Agency,N,N,N,N
39145,39145,Y,United States. Environmental Protection Agency. Office of Administration and Resources Management,N,N,N,N
39155,39155,Y,Hartley Film Foundation,N,N,N,N
39156,39156,Y,Helen R. Khan & Assoc. Inc.,N,N,N,N
39157,39157,Y,Historic New England (Organization),N,N,N,N
39158,39158,Y,History.com,N,N,N,N
39159,39159,Y,W.D. Hoard & Sons,N,N,N,N
39160,39160,Y,"Howard Karno Books, Inc.",N,N,N,N
39161,39161,Y,Icarus Films,N,N,N,N
39162,39162,Y,IdN Proshop,N,N,N,N
39163,39163,Y,Imagine America Foundation,N,N,N,N
39164,39164,Y,"India Club, Inc.",N,N,N,N
39165,39165,Y,Indieflix (Firm),N,N,N,N
39168,39168,Y,University of Michigan. Institute for Social Research,N,N,N,N
39169,39169,Y,Institute of International Educaton,N,N,N,N
39170,39170,Y,International Dairy Foods Association,N,Y,Y,N
39171,39171,Y,Irfana Majumdar,N,N,N,N
39172,39172,Y,ISSN International Centre,N,Y,N,N
39173,39173,Y,Ivy House Publishing Group,N,N,N,N
39174,39174,Y,"Marcel Dekker, Inc.",N,N,N,N
39176,39176,Y,J.J. Keller & Associates,N,N,N,N
39177,39177,Y,J & J Publishing,N,N,N,N
39178,39178,Y,Jay. S. Hoar,N,N,N,N
39179,39179,Y,Korn/Ferry International (Firm),N,N,N,N
39180,39180,Y,"Latin American Book Store, Ltd.",N,N,N,N
39181,39181,Y,Leibniz-Institut fu?r Zoo- und Wildtierforschung im Forschungsverbund Berlin,N,N,N,N
39182,39182,Y,Libros Centroamericanos (Firm),N,N,N,N
39183,39183,Y,Lincoln Institute of Land Policy,N,N,N,N
39184,39184,Y,LITIR Database Inc.,N,N,N,N
39185,39185,Y,Lulu (Firm),N,N,N,N
39186,39186,Y,Luxology,N,N,N,N
39188,39188,Y,"Lyceum Books, Inc.",N,N,N,N
39189,39189,Y,Market Data Retrieval (Firm),N,N,N,N
39190,39190,Y,"Marquis WhoÕs Who, Inc.",N,N,N,N
39191,39191,Y,A.N. Marquis & Company,N,N,N,N
39192,39192,Y,Robert McNeel & Associates,N,N,N,N
39193,39193,Y,Marcia A. Thibeault,N,N,N,N
39194,39194,Y,"MILA International, Inc.",N,N,N,N
39195,39195,Y,Medstar Television,N,N,N,N
39196,39196,Y,Michigan State University. College of Veterinary Medicine,N,N,N,N
39197,39197,Y,MinnesotaÕs Bookstore,N,N,N,N
39198,39198,Y,MIPP International,N,N,N,N
39199,39199,Y,Modern NC Talking,N,N,N,N
39200,39200,Y,Multilingual Matters & Channel View Publications,N,N,N,N
39201,39201,Y,"Museum of Arts and Design (New York, N.Y.)",N,N,N,N
39202,39202,Y,"Museum of Modern Art (New York, N.Y.)",N,N,N,N
39203,39203,Y,MuseumsEtc Ltd.,N,N,N,N
39204,39204,Y,"My Yearbook Sales, Inc.",N,N,N,N
39205,39205,Y,National Institute of Standards and Technology (U.S.),N,N,N,N
39207,39207,Y,American Antiquarian Society,N,N,N,N
39208,39208,Y,Archivision Inc.,N,N,N,N
39209,39209,Y,Arizona State University. School of Social Work,N,N,N,N
39217,39217,Y,National Museum of Wales,N,N,N,N
39218,39218,Y,United States. National Technical Information Service,N,N,N,N
39219,39219,Y,National Wildlife RehabilitatorsÕ Association (U.S.),N,N,N,N
39220,39220,Y,North Carolina Language and Life Project,N,N,N,N
39221,39221,Y,NCSU Extension Horse Husbandry,N,N,N,N
39222,39222,Y,"Nehaflix.com, Inc.",N,N,N,N
39223,39223,Y,News & Observer Publishing Company,N,N,N,N
39224,39224,Y,NIIR Project Consultancy Services,N,N,N,N
39233,39233,Y,North Carolina Preservation Consortium,N,N,N,N
39234,39234,Y,North Carolina Zoological Society,N,N,Y,N
39235,39235,Y,Nova Science Publishers,N,Y,Y,N
39236,39236,Y,Ohio State University. College of Veterinary Medicine,N,N,N,N
39237,39237,Y,Paradoxa,N,N,N,N
39238,39238,Y,Cornell Partners in Animal Health Program,N,N,N,N
39239,39239,Y,Parzor Foundation,N,N,N,N
39240,39240,Y,PBS Video,N,N,N,N
39241,39241,Y,Ren min wei sheng chu ban she,N,N,N,N
39243,39243,Y,Peregrine Fund (U.S.),N,N,N,N
39244,39244,Y,Peter Lang Publishing,N,N,N,N
39245,39245,Y,PhotoSynthesis Productions,N,N,N,N
39246,39246,Y,Physics Curriculum & Instruction (Firm),N,N,N,N
39247,39247,Y,University of Sydney. Post-Graduate Foundation in Veterinary Science,N,N,N,N
39248,39248,Y,PoultrySite,N,N,N,N
39250,39250,Y,"PowellÕs Books (Portland, Or.)",N,N,N,N
40730,40730,Y,Vanderbilt University,N,N,Y,N
43176,43176,Y,Taylor  & Francis,N,N,Y,N
43584,43584,Y,Pyramid Media (Firm),N,N,N,N
43585,43585,Y,Quail Ridge Books,N,N,N,N
43586,43586,Y,Quarter Horse Outfitters,N,N,N,N
43587,43587,Y,QuestionCopyright (Firm),N,N,N,N
43588,43588,Y,Raymond Meier,N,N,N,N
43589,43589,Y,RDIconnect,N,N,N,N
43590,43590,Y,Australian Reptile Keeper Publications,N,N,N,N
43591,43591,Y,Rhode Island School of Design,N,N,N,N
43592,43592,Y,RIT Cary Graphic Arts Press,N,N,N,N
43593,43593,Y,Robert H. Rubin Books,N,N,N,N
43594,43594,Y,Robert Tompkins,N,N,N,N
43595,43595,Y,Russell Meerdink Company,N,N,N,N
43596,43596,Y,Santa Barbara Graduate Institute. Center for Clinical Studies and Research,N,N,N,N
43597,43597,Y,Sarah Singh,N,N,N,N
43598,43598,Y,Sawmill River Productions,N,N,N,N
43599,43599,Y,Scientists Center for Animal Welfare,N,N,Y,N
43600,43600,Y,Shenandoah Films,N,N,N,N
43601,43601,Y,Sigel Press,N,N,N,N
43602,43602,Y,"Society for the Study of Mediaeval Languages and Literature (Oxford, England)",N,N,N,N
43603,43603,Y,Sudz Publishing,N,N,N,N
43911,43911,Y,Svadhyaya Publications,N,N,N,N
43912,43912,Y,"Tallgrass Publishers, LLC",N,N,N,N
44592,44592,Y,Team D/E/S,N,N,N,N
44594,44594,Y,Textiles Intelligence Ltd.,N,N,N,N
44595,44595,Y,Archimedia Workshop (Firm),N,N,N,N
44596,44596,Y,Bookpress Ltd.,N,N,N,N
44597,44597,Y,Nando Media,N,N,N,N
44598,44598,Y,"Thoroughbred Times Company, Inc.",N,N,N,N
44600,44600,Y,"Trans Tech Publications, Inc.",N,N,N,N
44601,44601,Y,United States. Patent and Trademark Office,N,N,N,N
44604,44604,Y,North Waterloo Academic Press,N,Y,Y,N
44605,44605,Y,BioMed Central Ltd.,N,N,N,N
44607,44607,Y,"Cambridge Scientific Abstracts, Inc.",N,N,N,N
44608,44608,Y,Chadwyck-Healey Ltd.,N,N,N,N
44609,44609,Y,"Choices, Inc.",N,N,N,N
44613,44613,Y,Ebook Library,N,N,N,N
44615,44615,Y,Euromonitor PLC,N,N,Y,N
44616,44616,Y,Federal Depository Library Program,N,N,N,N
44617,44617,Y,"Grove's Dictionaries, Inc.",N,Y,N,N
44628,44628,Y,United Nations Publications (Agency),N,N,N,N
44629,44629,Y,U.S. Agricultural Information Network,N,N,N,N
44630,44630,Y,"University of California, Los Angeles",N,N,N,N
44631,44631,Y,University of Hawaii at Manoa. Art Gallery,N,N,N,N
44632,44632,Y,University of Illinois at Urbana-Champaign.  Dept. of Landscape Architecture,N,N,N,N
44633,44633,Y,Robert Hillestad Textiles Gallery,N,N,N,N
44634,44634,Y,Renaissance Computing Institute,N,N,N,N
44635,44635,Y,University Science Books (Firm),N,N,N,N
44636,44636,Y,U.S. Green Building Council,N,N,N,N
44637,44637,Y,United States Pharmacopeia Convention,N,N,N,N
44638,44638,Y,USA Koi,N,N,N,N
44639,44639,Y,Valley Vet Supply,N,N,N,N
44640,44640,Y,Vedams Books,N,N,N,N
44641,44641,Y,Venture Publishing,N,N,N,N
44642,44642,Y,Veterinary Educational Textbooks and Supplies,N,N,N,N
44643,44643,Y,"Veterinary Information Network, Inc.",N,N,N,N
44644,44644,Y,University of Minnesota. Veterinary Student Supply,N,N,N,N
44645,44645,Y,Virginia Polytechnic Institute and State University. College of Natural Resources,N,N,N,N
44646,44646,Y,Wabi-Sabi Productions (Firm),N,N,N,N
44647,44647,Y,Walleye Systems,N,N,N,N
44648,44648,Y,Wildlife Information Network,N,N,N,N
44649,44649,Y,Woods & Poole Economics,N,N,Y,N
44650,44650,Y,Hartill Art Associates,N,N,N,N
44651,44651,Y,IBISWorld Pty Ltd.,N,N,N,N
44652,44652,Y,Idea Group,N,N,N,N
44653,44653,Y,IHS Global Insight (Firm),N,N,N,N
44654,44654,Y,IM Publications LLP,N,N,N,N
44655,44655,Y,Expert Information Ltd,N,N,N,N
44656,44656,Y,Informa (Firm). Informa Healthcare,N,N,N,N
44713,44713,Y,"YouWorkForThem, LLC",N,N,N,N
46915,46915,Y,"Carolinian, Inc.",N,N,N,N
46923,46923,Y,Nancy Sheiry Glaister Fine & Rare Books,N,N,N,N
46926,46926,Y,theconneXtion,N,N,N,N
46929,46929,Y,North Carolina Chamber,N,N,N,N
46930,46930,Y,Swiss Dots (Firm),N,N,N,N
46931,46931,Y,Any Amount of Books,N,N,N,N
46935,46935,Y,Stuttgarter Verlagskontor,N,N,N,N
46937,46937,Y,Yousuf Saeed,N,N,N,N
47233,47233,Y,"Polish Academy of Sciences, Institute of Mathematics",N,N,N,N
47319,47319,Y,Inter-Research (Firm),N,N,N,N
47320,47320,Y,Journal of Homotopy and Related Structures Publications,N,N,N,N
47322,47322,Y,S. Karger (Firm),N,N,N,N
47323,47323,Y,Lifelearn (Association),N,N,N,N
47324,47324,Y,"MDL Information Systems, Inc.",N,Y,N,N
47325,47325,Y,MPS Technologies,N,N,N,N
47326,47326,Y,North Carolina State University. Humanities Extension Service,N,N,N,N
47327,47327,Y,"NetLibrary, Inc.",N,N,N,N
47328,47328,Y,National Inquiry Services Centre (South Africa),N,N,N,N
47329,47329,Y,Now Publishers Inc.,N,N,N,N
47330,47330,Y,"Plunkett Research, Ltd.",N,Y,N,N
47331,47331,Y,Portico (Organization),N,N,N,N
47332,47332,Y,RIA (Firm),N,N,N,N
47333,47333,Y,S. Hirzel Verlag GmbH & Co.,N,N,N,N
47336,47336,Y,Saskia (Firm),N,N,N,N
47338,47338,Y,Society of Nuclear Medicine (1953- ),N,N,N,N
47339,47339,Y,"Georg Thieme Verlag (Stuttgart, Germany)",N,N,N,N
47340,47340,Y,National Research Council (U.S.). Transportation Research Board,N,N,N,N
47341,47341,Y,University of California (System). Regents,N,N,N,N
47342,47342,Y,"Value Line, Inc.",N,N,N,N
47343,47343,Y, Verlag der Zeitschrift fŸr Naturforschung,N,N,N,N
47344,47344,Y,Wayne County (N.C.),N,N,N,N
47345,47345,Y,"White Horse Public House (Enfield, London, England)",N,N,N,N
47346,47346,Y,Xrefer (Firm),N,N,N,N
47394,47394,Y,ihs Global Inc.,N,Y,N,N
47690,47690,Y,Jewish Historical Society of England,N,Y,Y,N
47694,47694,Y,Ammons Scientific Ltd.,N,N,N,N
47697,47697,Y,"Responsive Database Services, Inc.",N,N,N,N
56499,56499,Y,AHS International,N,N,Y,N
58003,58003,Y,Institute for Addiction Study,N,N,N,N
58006,58006,Y,Open Eye Pictures,N,N,N,N
58012,58012,Y,Zeitgeist Films,N,N,N,N
58013,58013,Y,Joshua Tree Productions,N,N,N,N
58014,58014,Y,Narcotic Farm,N,N,N,N
58015,58015,Y,Direct Cinema Ltd.,N,N,N,N
58016,58016,Y,Richter Productions,N,N,N,N
58020,58020,Y,INTELECOM Intelligent Telecommunications (Firm),N,N,N,N
59984,59984,Y,Pennsylvania State University. Media Sales,N,N,N,N
60622,60622,Y,Oxford Centre of Hebrew and Jewish Studies,N,N,N,N
60623,60623,Y,National Center for Charitable Statistics (U.S.),N,N,N,N
60624,60624,Y,"Resource Information Systems, Inc.",N,N,N,N
61558,61558,Y,Rosetta Stone (Firm),N,N,N,N
61838,61838,Y,Sabinet Online Ltd.,N,N,N,N
61929,61929,Y,NACE International,N,N,N,N
62083,62083,Y,GovernanceMetrics International,N,Y,N,N
38568,2,N,"ashington, DC : American Chemical Society",N,N,N,N
17388,2,N,"American Chemical Society, California Section",N,N,Y,N
2819,2,N,American Chemical Society and American Pharmaceutical Association,N,N,Y,N
99,2,N,"American Chemical Society, Books and Journals Division",N,N,Y,N
18350,2,N,"Section of Chemical Education, American Chemical Society",N,N,Y,N
31123,2,N,ACS,N,N,N,N
23304,2,N,"American Chemical Society, Division of Polymer Chemistry",N,N,Y,N
32759,2,N,American Chemical Society (ACS),N,N,N,N
17105,2,N,"Division of Fuel Chemistry, American Chemical Society",N,N,Y,N
98,2,N,ACS Publications,N,N,Y,N
102,2,N,Division of Chemical Education of the American Chemical Society,N,N,Y,N
35942,11,N,EDP Sciences S.A,N,N,Y,N
35685,11,N,EDP,Y,N,N,N
2173,13,N,Oxford University Press / UK,N,N,N,N
38636,13,N,xford : Oxford University Press,N,N,N,N
4333,13,N,"Oxford University Press, etc",N,N,N,N
176,13,N,"Oxford University Press, Academic Division",N,N,N,N
6374,13,N,"Oxford Journals, Oxford University Press",N,N,Y,N
5414,13,N,Oxford University Press etc,N,N,N,N
38632,13,N,xford University Press,N,N,N,N
20264,14,N,"Published by the American Institute of Physics and the American Physical Society, in cooperation with other participating publishers",N,N,Y,N
11255,14,N,Published by the American Institute of Physics for the American Physical Society,N,N,Y,N
5444,14,N,"American Physical Society, through the American Institute of Physics",N,N,Y,N
2184,14,N,Published by the American Physical Society through the American Institute of Physics,N,N,Y,N
2185,14,N,Published for the American Physical Society by the American Institute of Physics,N,N,Y,N
8071,15,N,"Royal Society of Chemistry, Information Services",N,N,N,N
38010,15,N,oyal Society of Chemistry,N,N,N,N
34953,15,N,"Royal Society of Chemistry, Dc 2004-2009",N,N,N,N
21968,15,N,"Faraday Division, Royal Society of Chemistry",N,N,Y,N
2186,15,N,"Royal Society of Chemistry, etc",N,N,N,N
39462,15,N,The Royal Society of Chemistry,N,N,Y,N
1640,16,N,"NRC Research Press, National Research Council of Canada",N,N,Y,N
484,16,N,NRC Research Press,N,N,Y,N
9867,16,N,National Research Council of Canada,N,N,Y,N
35750,16,N,"National Research Council Press, Canada",N,Y,N,N
4081,16,N,National Research Council Canada = Conseil national de recherches Canada,N,N,Y,N
39412,16,N,"NRC Press, National Research Council of Canada",N,N,Y,N
34363,16,N,"NRC Research Press, National Research Council Canada",N,N,Y,N
11794,16,N,"National Research Council, Canada",N,Y,Y,N
447,16,N,National Research Council of Canada = Conseil national des recherches du Canada,N,N,N,N
19829,16,N,National Research Council of Canada = Conseil national de recherches du Canada,N,N,Y,N
43610,20,N,Portland Press. Ltd,N,N,Y,N
1283,25,N,"University of Chicago Press, Journals Division",N,N,N,N
6254,25,N,"University of Chicago Press, etc",N,N,N,N
33725,25,N,University of Chicago Press etc,N,N,N,N
7717,25,N,University Press of Chicago,N,N,Y,N
12380,25,N,The University of Chicago Press,N,N,Y,N
11879,27,N,The Institute of Physics and the Physical Society,N,N,Y,N
5336,27,N,Institute of Physics Publishing,N,N,Y,N
21659,27,N,IOP Publishing,Y,N,Y,N
5329,27,N,IOP Pub,N,N,Y,N
22480,27,N,Institute of Physics and the London Mathematical Society,N,N,Y,N
5334,27,N,"Institute of Physics Pub., in association with American Institute of Physics",N,N,N,N
19410,27,N,The Institute of Physics,N,N,Y,N
8457,27,N,Institute of Physics Publishing?,N,N,N,N
23413,27,N,"Institute of Physics Pub. Ltd., in association with American Institute of Physics",N,N,N,N
35716,27,N,Institute of Physics Publising,N,N,N,N
5330,27,N,Institute of Physics Pub,N,N,Y,N
5340,27,N,Institute of Physics and the Physical Society,N,N,Y,N
5331,27,N,Institute of Physics Pub. in association with the American Institute of Physics,N,N,N,N
5326,27,N,IOP,N,N,Y,N
3789,27,N,IOP Pub. Ltd,N,N,Y,N
11307,27,N,Institute of Physics Publishing in association with the American Institute of Physics,N,N,Y,N
35723,27,N,Institute of Physics and IOP Publishing,N,N,N,N
35669,30,N,Ingenta ,Y,N,N,N
34749,35,N,Bell & Howell ProQuest,N,N,Y,N
19743,35,N,ProQuest-CSA LLC,N,N,Y,N
35433,35,N,ProQuest Information and Learning Company,N,N,Y,N
38893,35,N,"nn Arbor, Mich. : ProQuest Information and Learning Co",N,N,N,N
12700,35,N,ProQuest Information and Learning,N,N,Y,N
24251,35,N,ProQuest LLC,N,Y,N,N
38911,35,N,ProQuest CSA,N,N,Y,N
24185,35,N,ProQuest LLA,N,Y,N,N
19704,35,N,ProQuest Information and Learning Co,N,N,N,N
16890,37,N,"Optical Society of America, Inc., in cooperation with the American Institute of Physics",N,N,Y,N
9338,37,N,American Optical Society,N,N,Y,N
12136,37,N,Published for the Optical Society of America by the American Institute of Physics,N,N,Y,N
5962,43,N,CSIRO Livestock Industries,N,N,N,N
39029,43,N,CSIRO (Australia),N,N,N,N
21689,43,N,CSIRO Wool Research Laboratories,N,N,Y,N
21160,43,N,C.S.I.R.O. Wool Textile Research Laboratories,N,N,Y,N
16877,43,N,"Stored Grain Research Laboratory, CSIRO Division of Entomology",N,N,Y,N
20818,43,N,"CSIRO, Division of Mathematics and Statistics",N,N,Y,N
38343,43,N,"anberra : Australian Biological Resources Study : CSIRO, Australia",N,N,N,N
9720,43,N,"CSIRO Central Information, Library and Editorial Section",N,N,Y,N
38198,43,N,CSIRO Australia,N,N,Y,N
6294,43,N,CSIRO Pub,N,N,Y,N
16963,43,N,"CSIRO Publishing, in cooperation with the Commonwealth Scientific and Industrial Research Organization and the Australian Academy of Science",N,N,Y,N
933,43,N,CSIRO Publishing,Y,N,Y,N
6295,43,N,Commonwealth Scientific and Industrial Research Organisation with the cooperation of the Australian Academy of Science,N,N,Y,N
6293,43,N,Commonwealth Scientific and Industrial Research Organization,N,N,Y,N
38891,43,N,CSIRO Pub. in cooperation with Commonwealth Scientific and Industrial Research Organization and Australian Academy of Science,N,N,Y,N
43151,43,N,"CSIRO Publications, Information Services Branch",N,N,Y,N
6296,43,N,Published by CSIRO Pub. in cooperation with Commonwealth Scientific and Industrial Research Organisation and Australian Academy of Science,N,N,N,N
939,46,N,"Emerald Group Publishing, Ltd",N,N,N,N
6333,46,N,Emerald Publishing Group Limited,N,N,Y,N
6322,46,N,Emerald/MCB University Press,N,N,Y,N
32778,46,N,Emerald Publishing Group,N,N,N,N
6304,46,N,Emerald Group Publishing Limited,N,N,Y,N
6315,46,N,Emerald Group Pub,N,N,Y,N
39469,46,N,Emerald Group Pub. Ltd,N,N,Y,N
2424,46,N,Emerald Group Publishing Ltd,N,N,Y,N
19806,46,N,Emerald Group,N,N,Y,N
6329,46,N,Emerald Group Publishing,N,N,Y,N
36246,46,N,Emerald Pub,N,N,Y,N
6420,50,N,Published for the Canadian Mathematical Society by the University of Toronto Press,N,N,N,N
22590,50,N,Published for the Canadian Mathematical Congress by the University of Toronto Press,N,N,Y,N
17989,52,N,Published by Pergamon Press for the American Geophysical Union and the Pergamon Institute,N,N,Y,N
16893,52,N,Translated and published by the American Geophysical Union,N,N,Y,N
9651,52,N,"Translated and produced by Scripta Technica, inc. for the American Geophysical Union",N,N,Y,N
17130,52,N,"American Geophysical Union, European Geophysical Society",N,N,Y,N
13555,52,N,Translated and produced by Scripta Technica for the American Geophysical Union,N,N,Y,N
35896,54,N,"Japan Science and Technology Information Aggregator, Electronic",N,N,N,N
5176,55,N,"Haworth Press, Inc",N,N,Y,N
6468,55,N,The Haworth Press,N,N,Y,N
17058,63,N,"American Nuclear Society, Inc",N,N,Y,N
5661,81,N,"Indian Academy of Sciences in collaboration with Indian National Science Academy, New Delhi",N,N,Y,N
5654,81,N,The Indian Academy of Sciences,N,N,Y,N
5655,81,N,Indian Academy of Sciences in collaboration with Indian National Science Academy and Indian Physics Association,N,N,N,N
12749,82,N,Sagamore Pub. Co,N,N,Y,N
38722,82,N,Sagamore Publishing Inc,N,N,Y,N
29161,82,N,"Sagamore Publishing, Inc",N,Y,N,N
1902,82,N,Sagamore Pub,N,N,Y,N
8263,91,N,Published for the Materials Research Society by the American Institute of Physics,N,N,Y,N
14962,97,N,American Society of Pharmacognosy and the Lloyd Library and Museum,N,N,Y,N
20834,103,N,published at Cornell University,N,N,Y,N
18979,109,N,"CRC Press, Chemical Rubber Co",N,N,Y,N
35587,109,N,CRC,N,N,Y,N
18015,109,N,"CRC Press, LLC",N,N,Y,N
2032,109,N,CRC Lewis Publishers,N,N,Y,N
19083,109,N,Chapman & Hall/CRC Press,N,N,Y,N
19513,109,N,CRC Press LLC,Y,N,Y,N
12058,109,N,Chapman & Hall/CRC,N,N,Y,N
10718,109,N,Chemical Rubber Co,N,N,Y,N
8698,109,N,"CRC Press, Inc",N,N,Y,N
22832,114,N,ACM SICCAI,N,N,Y,N
38918,114,N,ssociation for Computing Machinery,N,N,N,N
24220,114,N,Association for Computing Machinery Inc,N,N,Y,N
22834,114,N,ACM SIGBED,N,N,Y,N
122,114,N,ACM Press,N,N,Y,N
25103,114,N,ACM SIGSOFT,N,N,Y,N
113,114,N,"Association for Computing Machinery, Inc",N,N,Y,N
15788,114,N,"ACM Associations for Computing Machinery, SIGDOC, Special Interest Group for Documentation",N,N,N,N
138,114,N,Association of Computing Machinery,N,N,N,N
137,114,N,ACM SIGMOBILE,N,N,N,N
25105,114,N,ACM SIGMETRICS,N,N,Y,N
22128,114,N,"Association for Computing Machinery, Special Interest Group for Documentation",N,N,Y,N
132,114,N,Association for Computer Machinery,N,N,Y,N
118,114,N,The Association for Computing Machinery,N,N,Y,N
22934,114,N,"Special Interest Committee on Numerical Mathematics, Association for Computing Machinery",N,N,Y,N
19769,114,N,"Association for Computing Machinery, Special Interest Committee on Computer Science Education",N,N,Y,N
150,114,N,ACM Special Interest Committee on Computer Architecture,N,N,N,N
127,114,N,"Association for Computing Machinery, Special Interest Group on Computer Science Education",N,N,Y,N
22835,114,N,"Association for Computing Machinery, [1969]-",N,N,N,N
146,114,N,"Association for Computing Machinery, Special Interest Group on University and College Computing Services",N,N,Y,N
156,114,N,ACM Special Interest Group for Systems Documentation,N,N,Y,N
148,114,N,"Association for Computing Machinery, Special Interest Group on University Computing Centers",N,N,Y,N
152,114,N,"Special Interest Group on Microprogramming, Association for Computing Machinery",N,N,N,N
129,114,N,ACM Special Interest Group on Simulation,N,N,Y,N
10904,114,N,"Special Interest Group on Artificial Intelligence, Association for Computing Machinery",N,N,Y,N
142,114,N,Special Interest Group on Numerical Mathematics of the Association for Computing Machinery,N,N,N,N
11171,114,N,Association for Computimg Machinery,N,N,Y,N
125,114,N,ACM Special Interest Group on Automata and Computability Theory,N,N,Y,N
123,114,N,ACM Special Interest Group on Operating Systems,N,N,Y,N
158,114,N,Special Interest Group on Computer Graphics of the Association for Computing Machinery,N,N,N,N
20424,114,N,ACM SIGCAS,N,N,Y,N
136,114,N,ACM Special Interest Group on Computer Uses in Education,N,N,Y,N
12906,114,N,"Special Interest Group on Symbolic & Algebraic Manipulation, Association for Computing Machinery",N,N,Y,N
22831,114,N,"Special Interest Group on Mathematical Programming, Association for Computing Machinery",N,N,Y,N
126,114,N,ACM Special Interest Group on Data Communication,N,N,Y,N
117,114,N,ACM,N,N,Y,N
128,114,N,ACM Special Interest Group on Computers & Society,N,N,N,N
25104,114,N,ACM Special Interest Group on Computer Architecture,N,N,Y,N
35790,119,N,pringer,N,N,N,N
34868,119,N,Springer Milan,N,N,N,N
149,119,N,Springer-Verlag,Y,N,Y,N
1998,119,N,Springer-International,N,N,Y,N
5494,119,N,Springer-Verlag France,N,N,Y,N
10144,119,N,"Springer-Verlag New York, Inc",N,N,Y,N
5498,119,N,Springer-Verlag Germany,N,N,N,N
5499,119,N,Springer-Verlag Tokyo,N,N,Y,N
1566,119,N,Springer-Verlag Wien,N,N,Y,N
5602,119,N,"Springer, etc",N,N,N,N
35797,119,N,Springer-Verlag. --,N,N,N,N
35795,119,N,Springer. --,N,N,N,N
35802,119,N,Springer Boston,N,N,Y,N
4068,119,N,J. Springer,N,N,Y,N
5528,119,N,Springer Verlag New York,N,N,Y,N
5466,119,N,Springer Verlag Heidelberg,N,N,Y,N
1056,119,N,Springer-Verlag Heidelberg,N,N,Y,N
1984,119,N,Springer Verlag,N,N,Y,N
5541,119,N,Springer Science+Business Media,N,N,Y,N
1579,119,N,Springer Science & Business Media B.V,N,N,N,N
34181,119,N,Springer US,N,N,Y,N
2085,119,N,Springer Science + Business Media,N,N,Y,N
2039,119,N,Springer Pub. Co,N,N,Y,N
469,119,N,Springer Netherlands,N,N,Y,N
3084,119,N,In Kommission bei Springer-Verlag,N,N,Y,N
5483,119,N,Springer London,N,N,Y,N
35256,119,N,Springer U.S,N,N,Y,N
34271,119,N,Springer Paris,N,N,N,N
35579,119,N,Springer [distributor],N,N,Y,N
32,119,N,Springer Link,N,N,N,N
930,119,N,Springer International,N,N,Y,N
992,119,N,"Springer - Verlag New York, Inc",N,N,N,N
5458,119,N,Springer-Verlag International,N,N,Y,N
19631,119,N,Springer-Verlag GmbH,N,N,N,N
34270,119,N,Springer Vienna,N,N,N,N
774,119,N,Springer-Verlag Italia,N,N,Y,N
5477,119,N,Verlag von Julius Springer,N,N,Y,N
134,119,N,Springer-Verlag London Ltd,N,N,Y,N
33527,119,N,Springer Japan,N,N,Y,N
994,119,N,Springer-Verlag New York,N,N,Y,N
5459,119,N,Springer-Verlag New York Inc,N,N,Y,N
5522,119,N,Springer Berlin,N,N,Y,N
2660,120,N,John Wiley & Sons (Asia),N,N,Y,N
612,120,N,"John Wiley & Sons, Inc",N,N,Y,N
839,120,N,John Wiley & Sons Inc,N,N,Y,N
35906,120,N,"John Wiley & Sons., Ltd",N,N,Y,N
2786,120,N,"John Wiley & Sons, Ltd",N,N,Y,N
1892,120,N,John Wiley,N,N,Y,N
35874,120,N,"John Wiley and Sons, Ltd",N,N,Y,N
31084,120,N,John Wiley &amp; Sons,N,N,N,N
729,120,N,J. Wiley,N,N,Y,N
1854,120,N,John Wiley and Sons,N,Y,Y,N
6151,130,N,IEEE Computational Intelligence Society,N,N,Y,N
135,130,N,IEEE Computer Society Press,N,N,Y,N
6125,130,N,Institute of Electrical & Electronic Engineers,N,N,Y,N
139,130,N,IEEE Computer Society,N,N,Y,N
10991,130,N,"Institute of Electrical and Electronics Engineers, Inc",N,N,Y,N
6424,130,N,IEEE Aerospace and Electronic Systems Society,N,N,Y,N
6421,130,N,IEEE Service Center,N,N,Y,N
35159,130,N,IEEE Press,N,N,Y,N
6126,130,N,"Institute of Electrical and Electronics Engineers, Council on Oceanic Engineering",N,N,Y,N
115,130,N,"Institute of Electrical and Electronics Engineers, and the Association for Computing Machinery",N,N,Y,N
155,130,N,Institute of Electrical and Electronics Engineers,N,N,Y,N
6117,130,N,Institute of Electrical and Electronic Engineers,N,N,Y,N
33202,130,N,"IEEE Signal Processing Society, in cooperation with the IEEE Neural Networks Council",N,N,Y,N
